Engine HP,Engine Cylinders,weight_est,displacement_est,vehicle_age,power_to_weight,hp_per_cylinder
0.2572240571991062,0.19930199756977882,0.36690582828865054,0.1993019975697787,-0.7424440931616275,0.3085729986088454,0.2124900176577501
-1.0053557770278017,-0.9460476439724317,-1.1553315506488824,-0.9460476439724318,1.2443366368100557,-0.9386019004736466,-0.7631010977751451
0.4585049003367292,0.19930199756977882,0.545039989653681,0.1993019975697787,0.0522681988270458,0.510746613828533,0.5281224373566277
-0.6851362538543107,-0.9460476439724317,-0.8719362939317884,-0.9460476439724318,-0.7424440931616275,-0.35905729966061123,-0.00988736894827763
-0.7674784169560654,-0.9460476439724317,-0.9448093599447553,-0.9460476439724318,-0.8748961418264064,-0.49784614631691254,-0.20357089921804356
0.3029697033667478,0.19930199756977882,0.40739086496252114,0.1993019975697787,-0.7424440931616275,0.35595349130156845,0.2842246584984037
1.199584368252523,1.3446516391119894,1.6057479505090895,1.3446516391119891,-0.7424440931616275,0.6816180463080721,0.32367871096076367
0.04679408482795485,1.3446516391119894,0.5855250263275515,1.3446516391119891,-0.47753999583206974,-0.3832577331451225,-1.0321060009275977
-0.5936449615190275,-0.9460476439724317,-0.7909662205840473,-0.9460476439724318,-0.6099920444968486,-0.2122185059236155,0.2053165535736845
3.3953753842993195,3.63535092219641,2.063228864923827,3.63535092219641,-0.6099920444968486,3.6470764092570205,0.6787651831220012
0.4859522880373141,0.19930199756977882,0.5693310116580034,0.1993019975697787,0.1847202474918247,0.5370969487757824,0.5711632218610201
0.3761627372349743,0.19930199756977882,0.472166923640714,0.1993019975697787,0.44962434482138247,0.4299817660633876,0.3990000838434504
0.6506366142408239,0.19930199756977882,0.7150771436839374,0.1993019975697787,-0.6099920444968486,0.689508911838276,0.8294079288873747
2.4255676855453174,3.63535092219641,2.063228864923827,3.63535092219641,0.979432539480498,2.1427734304542168,-0.08162200978893187
-0.8223731923572354,0.19930199756977882,-0.5885410372146945,0.1993019975697787,2.0390489287987292,-1.1351358459534788,-1.4804475061816855
-0.8223731923572354,0.19930199756977882,-0.5885410372146945,0.1993019975697787,1.5092407341396135,-1.1351358459534788,-1.4804475061816855
0.6506366142408239,0.19930199756977882,0.7150771436839374,0.1993019975697787,-0.6099920444968486,0.689508911838276,0.8294079288873747
0.7329787773425788,0.19930199756977882,0.7879502096969043,0.1993019975697787,-0.47753999583206974,0.7622422157301241,0.9585302824005519
-0.45640802301610267,0.19930199756977882,-0.26466074382373006,0.1993019975697787,1.6416927828043923,-0.5632075780755593,-0.906570379456453
-0.7308819000219522,1.3446516391119894,-0.10272059712824787,1.3446516391119891,2.568857123457845,-1.4157729894872102,-1.946722671645937
-0.40151324761493273,-0.9460476439724317,-0.620929066553791,-0.9460476439724318,-0.6099920444968486,0.0733013707872093,0.657244790869805
1.0531983005160699,0.19930199756977882,1.0713454664139983,0.1993019975697787,-0.8748961418264064,1.0252605244917492,1.4606727682851306
-0.868118838524877,0.19930199756977882,-0.629026073888565,0.1993019975697787,2.0390489287987292,-1.2143324998138196,-1.5521821470223396
-0.7674784169560654,-0.9460476439724317,-0.9448093599447553,-0.9460476439724318,-0.21263589850251197,-0.49784614631691254,-0.20357089921804356
2.471313331712959,0.19930199756977882,2.063228864923827,0.1993019975697787,-0.7424440931616275,2.2137311181335946,3.684446634345406
1.3276721775219193,1.3446516391119894,1.719106053195927,1.3446516391119891,0.7145284421509402,0.7765245252777915,0.4743214567261372
-0.45640802301610267,-0.9460476439724317,-0.6695111105624356,-0.9460476439724318,-0.21263589850251197,-0.005309296566939885,0.5281224373566277
0.2755223156661628,1.3446516391119894,0.7879502096969043,1.3446516391119891,0.7145284421509402,-0.1359563624898446,-0.7631010977751451
3.6607001320716406,3.63535092219641,2.063228864923827,3.63535092219641,0.3171722961566036,4.058630997797411,0.8867956415598978
0.019346697127369895,0.19930199756977882,0.15638363758452367,0.1993019975697787,0.3171722961566036,0.047349469799944865,-0.1605301147136511
-1.0236540354948584,-0.9460476439724317,-1.1715255653184304,-0.9460476439724318,2.7013091721226234,-0.9752146631090741,-0.8061418822795375
-0.2734254383455363,-0.9460476439724317,-0.5075709638669534,-0.9460476439724318,-0.7424440931616275,0.24824418541927476,0.9585302824005519
1.0531983005160699,0.19930199756977882,1.0713454664139983,0.1993019975697787,-0.7424440931616275,1.0252605244917492,1.4606727682851306
-1.1425927155307265,-0.9460476439724317,-1.2767866606704938,-0.9460476439724318,1.9065968801339501,-1.2237746405562517,-1.0859069815580884
-0.5936449615190275,-0.9460476439724317,-0.7909662205840473,-0.9460476439724318,-0.7424440931616275,-0.2122185059236155,0.2053165535736845
0.5957418388396539,0.19930199756977882,0.6664950996752926,0.1993019975697787,-0.7424440931616275,0.6397605914274009,0.7433263598785899
-0.8498205800578204,-0.9460476439724317,-1.0176824259577224,-0.9460476439724318,-0.34508794716729085,-0.6433960193326551,-0.3972544294878095
-0.13618849984261153,-0.9460476439724317,-0.38611585384534175,-0.9460476439724318,-0.8748961418264064,0.42353604796561095,1.2813361661834952
-1.4353648510036328,-0.9460476439724317,-1.5358908953832655,-0.9460476439724318,1.9065968801339501,-1.925738308451894,-1.774559533628367
-0.45640802301610267,-0.9460476439724317,-0.6695111105624356,-0.9460476439724318,-0.7424440931616275,-0.005309296566939885,0.5281224373566277
-0.09044285367496992,-0.9460476439724317,-0.3456308171714712,-0.9460476439724318,-0.7424440931616275,0.47938409993709524,1.3889381274444763
