cylinders,displacement,horsepower,weight,model-year,power_to_weight,car_age,hp_per_cylinder
-0.8550035549826336,-0.40112765617065127,-0.5197448110958744,-0.3847765250884168,1.3086714302303317,-0.5015366317363068,-1.3086714302303277,0.5010138382607503
-0.8550035549826336,-0.7505058214410999,-0.22858720217254486,-0.31453218443326103,-0.34108989404939605,0.08119749735176045,0.34108989404939993,1.2345754211119913
1.509820281993403,1.2195988327228187,1.2272008424441032,1.401096542415544,-1.16597055618926,0.2554409279133516,1.1659705561892637,-0.09917291134481043
1.509820281993403,0.6567117886759849,0.16844590090472278,0.48434836776351076,0.4837907680904679,-0.36193960447339957,-0.4837907680904639,-1.4329212438016121
1.509820281993403,2.0154046536166184,2.0212670485986384,1.5022960162407684,0.2088305473771799,1.3534860000570785,-0.20883054737717596,0.9011383379977908
-1.4462095142266427,-1.1872285280291606,-0.09624283448012232,-0.6407516647639845,1.0337112095170438,1.124228232438199,-1.0337112095170398,3.7909263916541946
0.3274083635053847,-0.10997918511194406,0.16844590090472278,-0.015696091137598248,1.5836316509436197,0.4406334517617714,-1.5836316509436157,-0.2103186057162109
1.509820281993403,2.0154046536166184,2.2859557839834834,1.6273071309660456,0.2088305473771799,1.573256970559596,-0.20883054737717596,1.2345754211119913
0.3274083635053847,0.5596622983230825,0.16844590090472278,0.66888858473892,0.2088305473771799,-0.6097443500395185,-0.20883054737717596,-0.2103186057162109
0.3274083635053847,0.5596622983230825,-0.09624283448012232,0.9796304984846091,-0.616050114762684,-1.436414858592852,0.6160501147626879,-0.6549013832018108
-0.8550035549826336,-0.7796206685469705,-0.41386931694193646,-0.6705162158890505,1.5836316509436197,0.3359255533275106,-1.5836316509436157,0.7677635047521106
-0.8550035549826336,-0.6922761272293584,-0.14918058155709135,-0.015696091137598248,-0.34108989404939605,-0.26083624544117645,0.34108989404939993,1.4346376709805113
-0.8550035549826336,-0.5661117897705853,-0.22858720217254486,-0.5276463704887336,0.4837907680904679,0.5132674081487563,-0.4837907680904639,1.2345754211119913
-0.8550035549826336,-0.5564068407352951,-0.5197448110958744,-0.5157405500387072,1.5836316509436197,-0.2624568024974211,-1.5836316509436157,0.5010138382607503
0.3274083635053847,-0.28466826774716836,0.7772299922898666,0.5379245597886296,0.4837907680904679,0.7249412457038755,-0.4837907680904639,0.812221782500671
-0.8550035549826336,-0.7019810762646487,-0.757964672942235,-0.4955006552736624,1.0337112095170438,-0.9102660159207363,-1.0337112095170398,-0.09917291134481043
-0.8550035549826336,-0.6922761272293584,0.2213836479816918,-0.029983075677629933,-1.16597055618926,0.5843315003136886,1.1659705561892637,2.3682615037002726
1.509820281993403,1.6272066922050088,1.7565783132137933,2.0190086237719145,-0.891010335475972,0.2988272477540849,0.8910103354759757,0.5677012548835904
-0.8550035549826336,-0.7019810762646487,-0.7844335464807196,-0.3847765250884168,1.3086714302303317,-1.154866251680229,-1.3086714302303277,-0.16586032796765052
0.3274083635053847,0.06470989752328024,-0.17564945509557583,-0.21928562083304978,-1.7158909976158359,0.0302416483182654,1.7158909976158396,-0.7882762164474909
1.509820281993403,2.296848175640035,2.762395507676205,1.994006400826859,-1.16597055618926,1.7393289682215798,1.1659705561892637,1.8347621707175519
-0.8550035549826336,-0.8184404646881316,-0.2815249492495139,-0.6752785440690611,-0.616050114762684,0.7065083631336547,0.6160501147626879,1.101200587866311
1.509820281993403,2.403602615028228,2.9476776224455965,1.6118295643810112,-1.7158909976158359,2.59415789419325,1.7158909976158396,2.0681681288974922
-0.8550035549826336,-0.9251949040763242,-1.525562005558286,-1.3372421610905292,-1.7158909976158359,-1.673969568235128,1.7158909976158396,-2.0331079934071727
-0.8550035549826336,-0.9834245982880656,-0.9167779141731421,-0.9860204578147502,0.7587509888037558,-0.41273901437773125,-0.7587509888037518,-0.4992974110818509
